Reviews,label
"The quality of display is better than expected for the price. (Keep in mind that this is not an iPad!). Apps from amazon are well integrated and the functionality is fully enjoyable without limitation. Very satisfied with the product. This review is for Fire HD 8, 16 GB.",ham
I like it but I had a hard time figuring things out.Do I get to talk to geek squad free? Can I come down to the store and get someone to help me with my questions.Will there be a fee for that service?,spam
"Beautiful HD resolution on this tablet. Love the 8"" size, not too big nor too small.",ham
"This is an awesome tablet, fast, great display and has all the apps I need for personal entertainment If you look for a great tablet for entertainment this is the best you can have, if you want a tablet for working applications this is not the one so be aware and buy this tablet if you want tons of entertainment. also it have a larger processor and internal memory and the external memory to keep all your photos is unbelievable I strongly recommend it, again, not for work but for entertainment.",ham
"I bought 2, 1 for each kid. Easy to set up and figure iut. I went with the staff member's recommendation and I am so glad I did. I love the internet safety organ on it through Amazon. $2.50 a month per kid for unlimited age related and child safe Internet access and movies, books, games and apps and I can set the time it shuts off and a minimum time for them to read each day. Love love love.",ham
"Good tablet, great price, easy to use, pick up simple",ham
Very happy with my kindle. Would buy it for my kids,spam
"I am a power user; there's no other way of putting it. I work in IT and I research the heck out of products before I buy. I had an iPad Mini 2 that was just not up to snuff with iOS 10 so I sold it and bought (and eventually returned) the 2016 Fire HD 8. First let me say it's a great tablet for the price and for probably 50-60% of tablet users who surf the web and watch Netflix. It also helps if you are a heavy Amazon content user. For me, I was spoiled by the retina display on the iPad. The 720p display is alright, but you can see the pixels. 189ppi is pretty low by today's standards. The other big thing for me was the lack of a laminated display. It's glare city on this thing. Display nitpicks aside, it punches above its price point. If you don't play really heavy games (which it even plays Titan Quest surprisingly well!) and you don't mind not having an absolutely beautiful screen I think it runs and works fine. It just wasn't for me. I bit the bullet and went with a 128GB iPad Air 2 as its on special at BB for super cheap right now.",ham
This is not a bad product. Amazon offers greats products but this tablet was missing features even for a basic tablet. The lack of google chrome compatibility made this tablet not right for me.,ham
"So I got my Fire HD 8 originally for ebooks since e-copies are much cheaper. Very easy to use, especially if you are not tech friendly. So glad I got this.",spam
"This was a good tablet. I bought it for my Gf who basically only wanted it for Netflix and YouTube. The display was good, not great. The issue we had was that it kept dropping the wifi connection. This could have been a defect in this one tablet but we returned it and got another one.",ham
